pierwszego	1
1-go	1
1 go	1
1.	1
drugiego	2
2-go	2
2 - go	2
2 go	2
2.	2
trzeciego	3
3-go	3
3 - go	3
3 go	3
3.	3
czwartego	4
4-go	4
4 - go	4
4 go	4
4.	4
piątego	5
5-go	5
5 - go	5
5 go	5
5.	5
szóstego	6
6-go	6
6 - go	6
6 go	6
6.	6
siódmego	7
7-go	7
7 - go	7
7 go	7
7.	7
ósmego	8
8-go	8
8 - go	8
8 go	8
8.	8
dziewiątego	9
9-go	9
9 - go	9
9 go	9
9.	9
