dziesięciorgu	10
jedenaściorgu	11
dwanaściorgu	12
trzynaściorgu	13
czternaściorgu	14
piętnaściorgu	15
szesnaściorgu	16
siedemnaściorgu	17
osiemnaściorgu	18
dziewiętnaściorgu	19
