dwudziestu	2
dwudziestoma	2
trzydziestu	3
trzydziestoma	3
czterdziestu	4
czterdziestoma	4
pięćdzięsięciu	5
pięćdzięsięcioma	5
sześćdziesięciu	6
sześćdziesięcioma	6
siedemdziesięciu	7
siedemdziesięcioma	7
osiemdziesięciu	8
osiemdziesięcioma	8
dziewięćdziesięciu	9
dziewięćdziesięcioma	9
