dwadzieściorgiem	2
trzydzieściorgiem	3
czterdzieściorgiem	4
pięćdzięsięciorgiem	5
sześćdziesięciorgiem	6
siedemdziesięciorgiem	7
osiemdziesięciorgiem	8
dziewięćdziesięciorgiem	9
