stu	1
stoma	1
dwustu	2
dwustoma	2
dwomaset	2
trzystu	3
trzystoma	3
czterystu	4
czterystoma	4
pięciuset	5
pięciomaset
sześciuset	6
sześciomaset	6
siedmiuset	7
siedmiomaset	7
ośmiuset	8
ośmiomaset	8
dziewięciuset	9
dziewięciomaset	9
