dwadzieściorga	2
trzydzieściorga	3
czterdzieściorga	4
pięćdzięsięciorga	5
sześćdziesięciorga	6
siedemdziesięciorga	7
osiemdziesięciorga	8
dziewięćdziesięciorga	9
