dziesięciorga	10
jedenaściorga	11
dwanaściorga	12
trzynaściorga	13
czternaściorga	14
piętnaściorga	15
szesnaściorga	16
siedemnaściorga	17
osiemnaściorga	18
dziewiętnaściorga	19
