dziesięcioro	10
jedenaścioro	11
dwanaścioro	12
trzynaścioro	13
czternaścioro	14
piętnaścioro	15
szesnaścioro	16
siedemnaścioro	17
osiemnaścioro	18
dziewiętnaścioro	19
